id,name,ascii,alt_name,lat,long,feat_class,feat_code,country,cc2,admin1,admin2,admin3,admin4,population,elevation,dem,tz,modified_at,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5881791,Abbotsford,Abbotsford,Abbotsford,YXX,Абботсфорд,49.05798,-122.25257,P,PPL,CA,,2,5957659,,,151683,,114,America/Vancouver,2013-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882142,Acton Vale,Acton Vale,,45.65007,-72.56582,P,PPL,CA,,10,16,,,5135,,90,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5882799,Airdrie,Airdrie,Erdri,ai er de li,ayrdray,ayrdry,eeodeuli,Ердри,إيردراي,ائرڈرائ,ایردری,艾尔德里,에어드리,51.30011,-114.03528,P,PPL,CA,,1,,,,24673,,1086,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5930890,Courtenay,Courtenay,Courtenay,Kortenej,Kortni,Kurteneh,YCA,kwrtynay, kwlwmbya albrytanyt,Кортеней,Кортни,Куртенэ,كورتيناي، كولومبيا البريطانية,کورٹینی، برٹش کولمبیا,49.68657,-124.9936,P,PPL,CA,,2,,,,32793,,13,America/Vancouver,2013-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931074,Cowansville,Cowansville,,45.20008,-72.74913,P,PPL,CA,,10,16,,,10887,,117,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5931800,Cranbrook,Cranbrook,Kranbruk,YXC,kranbrwk, kwlwmbya albrytanyt,Кранбрук,كرانبروك، كولومبيا البريطانية,49.49991,-115.76879,P,PPL,CA,,2,,,,18610,,949,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935277,Dartmouth,Dartmouth,ഡാർട്മൗത്,44.67134,-63.57719,P,PPL,CA,,7,,,,101343,,35,America/Halifax,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935341,Dauphin,Dauphin,Dofen,Dofin,YDN,Дофен,Дофін,ڈافن، مینی ٹوبا,ڈوفن,51.14941,-100.05023,P,PPL,CA,,3,,,,8418,,294,America/Winnipeg,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935804,Dawson Creek,Dawson Creek,Doson Krik,Doson-Krik,YDQ,dao sen ke li ke,doseunkeulig,dwsn kryk,dxw san kh rik,Досон Крик,Досон-Крик,دوسن كريك,ڈاسنکریک,ดอว์สันครีก,道森克里克,도슨크릭,55.7666,-120.23616,P,PPL,CA,,2,,,,10802,,685,America/Dawson_Creek,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937612,Delson,Delson,,45.36678,-73.54917,P,PPL,CA,,10,16,,,7322,,27,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5937615,Delta,Delta,Del'ta,Дельта,49.14399,-122.9068,P,PPL,CA,,2,,,,101668,,81,America/Vancouver,2010-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938513,Deux-Montagnes,Deux-Montagnes,,45.53455,-73.90168,P,PPL,CA,,10,15,,,17402,,29,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5938801,Devon,Devon,,53.36683,-113.73533,P,PPL,CA,,1,,,,5225,,695,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5939219,Dieppe,Dieppe,D'ep,dieppu,Дьеп,ڈیپی,ディエップ,46.07844,-64.68735,P,PPL,CA,,4,,,,18565,,42,America/Moncton,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940934,Dolbeau-Mistassini,Dolbeau-Mistassini,Dolbeau-Mistassini,YDO,48.8786,-72.23142,P,PPL,CA,,10,2,,,12916,,98,America/Montreal,2013-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5940956,Dollard-Des Ormeaux,Dollard-Des Ormeaux,,45.49452,-73.82419,P,PPL,CA,,10,,,,48930,,34,America/Montreal,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5941761,Dorchester,Dorchester,,42.98339,-81.06643,P,PPL,CA,,8,,,,9329,,260,America/Toronto,2013-07-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5941925,Dorval,Dorval,,45.4473,-73.75335,P,PPL,CA,,10,,,,18088,,27,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942547,Drayton Valley,Drayton Valley,YDC,53.21682,-114.98544,P,PPL,CA,,1,,,,6099,,846,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942845,Drummondville,Drummondville,Drammondvill,Drammonvil',Dramondvil,XDM,doramonbiru,drwmwndwyl,drwmwnfyl,Драммонвіль,Драммондвилл,Драмондвил,دروموندویل,درومونفيل,ڈرمنڈولے,ドラモンビル,45.88336,-72.48241,P,PPL,CA,,10,17,,,59489,,89,America/Montreal,2013-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5942913,Dryden,Dryden,YHD,49.78334,-92.75032,P,PPL,CA,,8,,,,8195,,387,America/Winnipeg,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5943865,Duncan,Duncan,DUQ,Duncan,Dunkan,Дункан,48.78293,-123.70266,P,PPL,CA,,2,,,,22199,,14,America/Vancouver,2013-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946768,Edmonton,Edmonton,Edmonton,Edmontona,Edmontonas,Edmontono,Edmundopolis,Edmuntun,Ehdmonton,Entmonton,Gorad Ehdmantan,YEA,admwntwn,ai de meng dun,edamantana,edeumeonteon,edomonton,etmantan,Édmonton,Έντμοντον,Горад Эдмантан,Едмонтон,Едмънтън,Эдмонтон,אדמונטון,إدمونتون,ادمونتون,ایڈمنٹن,एडमंटन,எட்மன்டன்,ཨེ་ཏི་མོན་ཐོན།,ედმონტონი,ᐊᒥᐢᑲᐧᒋᐊᐧᐢᑲᐦᐃᑲᐣ,エドモントン,埃德蒙顿,에드먼턴,53.55014,-113.46871,P,PPLA,CA,,1,,,,712391,668,610,America/Edmonton,2010-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5946820,Edson,Edson,Edson,YET,Едсон,53.58345,-116.43559,P,PPL,CA,,1,,,,7975,,913,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5947866,Elliot Lake,Elliot Lake,Eliot Lejk,YEL,alywt layk,eriottoreiku,Елиот Лејк,إليوت لايك,الیٹ لیک,エリオットレイク,46.38336,-82.63315,P,PPL,CA,,8,,,,12508,,310,America/Toronto,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5949568,Estevan,Estevan,YEN,49.13337,-102.98422,P,PPL,CA,,11,,,,9904,,563,America/Regina,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950267,Etobicoke,Etobicoke,Ehtobiko,Etobiko,etobiko,yi tao bi gu,Етобіко,Этобико,エトビコ,怡陶碧谷,에토비코,43.65421,-79.56711,P,PPL,CA,,8,,,,347948,,148,America/Toronto,2012-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5951644,Farnham,Farnham,,45.28338,-72.98244,P,PPL,CA,,10,16,,,6061,,55,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5952370,Fernie,Fernie,Ferni,Ферни,49.49996,-115.06871,P,PPL,CA,,2,,,,5019,,996,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5954718,Flin Flon,Flin Flon,Flin Flon,Flin-Flon,YFO,fln flwn,Флин Флон,Флин-Флон,Флін-Флон,فلن فلان، مینی ٹوبا,فلن فلون,54.76824,-101.86497,P,PPL,CA,,3,,,,6002,,308,America/Winnipeg,2012-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955815,Fort Erie,Fort Erie,Fort Erie,Fort Iri,Fort Érié,Fort-Eri,fotoeri,fwrt ayry, awntaryw,yi li bao,Форт Ири,Форт-Ері,فورت إيري، أونتاريو,フォートエリー,伊利堡,42.90012,-78.93286,P,PPL,CA,,8,,,,15953,,183,America/Toronto,2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955826,Fort Frances,Fort Frances,YAG,48.59988,-93.4003,P,PPL,CA,,8,,,,7931,,342,America/Winnipeg,2011-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955895,Fort McMurray,Fort McMurray,Fort Makmari,Fort-MakMerrej,Fort-MakMerrey,YMM,fotomakumare,fwrt makmwray,poteumaegmeoli,Форт Макмари,Форт-МакМеррей,فورت ماكموراي,فورت مک‌موری,フォートマクマレー,포트맥머리,56.72676,-111.38103,P,PPL,CA,,1,,,,76000,,258,America/Edmonton,2011-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955948,Fort Saskatchewan,Fort Saskatchewan,Fort Saskacevanas,Fort Saskachevan,Fort Saskačevanas,Fort-Saskachevan,frt saskachwan,fwrt saskatshwan,Форт Саскачеван,Форт-Саскачеван,فرت ساسکاچوان,فورت ساسكاتشوان,53.71684,-113.2187,P,PPL,CA,,1,,,,14957,,595,America/Edmonton,2010-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5955960,Fort St. John,Fort St. John,Fort Sent DZon,Fort-Sent-Dzhon,YXJ,fwrt sant jwn, kwlwmbya albrytanyt,Форт Сент Џон,Форт-Сент-Джон,فورت سانت جون، كولومبيا البريطانية,56.24988,-120.85292,P,PPL,CA,,2,,,,17402,,696,America/Dawson_Creek,2013-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5957776,Fredericton,Fredericton,Fredericopolis,Fredericton,Frederikton,Frederiktonas,Frederiktono,Frederiktun,Gorad Frehdehryktan,Phrentrikton,YFC,frdryktwn,frydryktwn,fu lei de li ke dun,furederikuton,hpireteriktan,peuledeoligteon,phredariktana,prdryqtwn,Φρέντρικτον,Горад Фрэдэрыктан,Фредериктон,Фредериктън,Фредеріктон,פרדריקטון,فردریکتون,فريدريكتون,فریڈرکٹن,فریڈریکٹن,फ्रेडरिक्टन,ஃபிரெடெரிக்டன்,ფრედერიკტონი,フレデリクトン,弗雷德里克頓,프레더릭턴,45.94541,-66.66558,P,PPLA,CA,,4,,,,52337,,110,America/Moncton,2010-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5959326,Gananoque,Gananoque,XGW,44.33342,-76.16607,P,PPL,CA,,8,,,,5458,,84,America/Toronto,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5959878,Gaspé,Gaspe,Gaspe,Gaspé,Gaspė,YGP,gasph, kbk,gasupe,ghasbyh, kybk,gysp,Гаспе,Ґаспе,غاسبيه، كيبك,گاسپه، کبک,گیسپ,ᗴᔅᗫ,ガスペ,48.83341,-64.48194,P,PPL,CA,,10,11,,,14819,,15,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5959974,Gatineau,Gatineau,Gatineau,Gatino,Sablono:TabelKapoLauCarta,gatino,ghatynw,jia di nuo,jia di nuo shi,Ŝablono:TabelKapoLaŭĈarta,Гатино,Гатіно,غاتينو,گیٹینیو,გატინო,ガティノー,加蒂諾,加蒂诺市,가티노,45.47723,-75.70164,P,PPL,CA,,10,7,,,242124,,53,America/Montreal,2013-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5960971,Gibsons,Gibsons,,49.39539,-123.50555,P,PPL,CA,,2,5929,,,6821,,1,America/Vancouver,2013-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5961564,Glace Bay,Glace Bay,,46.19695,-59.95698,P,PPL,CA,,7,,,,19968,,15,America/Glace_Bay,2008-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5962442,Goderich,Goderich,Godrich,godoritchi,Годрич,گوڈرچ، اونٹاریو,ゴドリッチ,43.75008,-81.71648,P,PPL,CA,,8,,,,8032,,175,America/Toronto,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964215,Granby,Granby,Gorad Granbi,Granbi,ge lan bi,ghranby,granby, kbk,grymby,Горад Гранбі,Гранби,Гранбі,غرانبي,گرانبی، کبک,گریمبی,格兰比,45.40008,-72.73243,P,PPL,CA,,10,16,,,53979,,102,America/Montreal,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964347,Grande Prairie,Grande Prairie,Gorad Grand-Prehry,Gran Preri,Grand Preri,Grand-Preri,Qrand-Preri,YQU,geulaendipeuleli,ghrand brary,grnd pryry,Горад Гранд-Прэры,Гранд Прери,Гранд-Прери,Гранд-Прері,غراند براري,گرانڈ پرائری,گرند پریری,گرینڈ پریری,გრანდე-პრერია,그랜디프레리,55.16667,-118.80271,P,PPL,CA,,1,,,,41462,,653,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964378,Grand Falls-Windsor,Grand Falls-Windsor,,48.93324,-55.66492,P,PPL,CA,,5,,,,12076,,67,America/St_Johns,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5964700,Greater Sudbury,Greater Sudbury,Bol'shoj Sadberi,Gran Sudbury,Grand Sudbury,Greater Sudbury,Sadberi,Sadberis,Sudbury,Veliki Sadberi,YSB,jrytr sadbary, awntaryw,sadobari,seodeubeli,Большой Садбери,Велики Садбери,Садбери,Садбері,جريتر سادباري، أونتاريو,گریٹر سڈبری,サドバリー,서드베리,46.49,-80.99001,P,PPL,CA,,8,,,,157857,,266,America/Toronto,2013-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5965546,Gravenhurst,Gravenhurst,,44.91681,-79.36633,P,PPL,CA,,8,,,,5839,,260,America/Toronto,2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5965812,Greater Napanee,Greater Napanee,Napanee,44.25012,-76.94944,P,PPL,CA,,8,,,,15132,,92,America/Toronto,2010-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5966689,Greenwood,Greenwood,YZX,44.98345,-64.89879,P,PPL,CA,,7,,,,6915,,29,America/Halifax,2006-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5967629,Guelph,Guelph,Gelf,Guelfas,Guelph,Gvelf,XIA,gerufu,ghwylf,gui hu,gwelpeu,gywlf,Гвелф,Гелф,غويلف,گیولف,ゲルフ,貴湖,궬프,43.54594,-80.25599,P,PPL,CA,,8,6177913,,,115760,,334,America/Toronto,2013-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5969782,Hamilton,Hamilton,Gamil'ton,Gorad Gamil'tan,Hamilton i Ontario,Hamiltona,Hamiltonas,Hamiltono,Khamilton,Khamiltun,amiltan,ha mi er dun,haemilteon,hamiruton,hamyltwn,hemiltana,hmyltwn,Гамильтон,Гамільтон,Горад Гамільтан,Хамилтон,Хамилтън,המילטון,هاميلتون,همیلتون,ہاملٹن,ہیملٹن، انٹاریو,हॅमिल्टन,ஆமில்டன்,ჰამილტონი,ハミルトン,哈密尔顿,해밀턴,43.25011,-79.84963,P,PPL,CA,,8,,,,519949,,95,America/Toronto,2013-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5970014,Hampstead,Hampstead,,45.48064,-73.66307,P,PPL,CA,,10,,,,6996,,49,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5970063,Hanceville,Hanceville,,51.91922,-123.04458,P,PPLL,CA,,2,,,,10000,,691,America/Vancouver,2013-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5970301,Hanover,Hanover,,44.15009,-81.03303,P,PPL,CA,,8,,,,7255,,277,America/Toronto,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5970458,Happy Valley-Goose Bay,Happy Valley-Goose Bay,YYR,53.31685,-60.33153,P,PPL,CA,,5,,,,7572,12,18,America/Goose_Bay,2013-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5972360,Hawkesbury,Hawkesbury,Khoksberi,hawkysbyry, awntaryw,Хоксбери,هاوكيسبيري، أونتاريو,45.60009,-74.61595,P,PPL,CA,,8,,,,12283,,53,America/Toronto,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5975038,High River,High River,,50.58341,-113.86867,P,PPL,CA,,1,,,,9826,,1034,America/Edmonton,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5975503,Hinton,Hinton,Hinton,Khinton,YJP,Хинтон,53.40009,-117.58567,P,PPL,CA,,1,,,,9889,,1022,America/Edmonton,2013-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978126,Hudson,Hudson,,45.45008,-74.14922,P,PPL,CA,,10,16,,,5088,,47,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978765,Huntsville,Huntsville,Khantsvil,Khantsvill,hantsfyl, awntaryw,hantsubiru,heng ci wei er,Хантсвил,Хантсвилл,هانتسفيل، أونتاريو,ハンツビル,亨茨維爾,45.33341,-79.21632,P,PPL,CA,,8,,,,19579,,302,America/Toronto,2009-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5978831,Huron East,Huron East,,43.61679,-81.29975,P,PPL,CA,,8,,,,9264,,338,America/Toronto,2013-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5983175,Ingersoll,Ingersoll,XIB,43.03339,-80.88302,P,PPL,CA,,8,,,,11874,,293,America/Toronto,2008-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5983433,Innisfil,Innisfil,,44.30011,-79.64964,P,PPL,CA,,8,,,,7345,,266,America/Toronto,2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5983720,Iqaluit,Iqaluit,Gorad Ikaluit,Ikalouit,Ikaluit,Ikaluita,Ikaluitas,Ikaluito,Iqaluit,YFB,aykalwyt,ikallu-iteu,ikaruito,ikkaluyit,ikvalyu'ita,yi kui te,Ικάλουιτ,Ікалуїт,Горад Ікалуіт,Икалуит,איקאלואיט,إيكالويت,اکالوئٹ,इक्वाल्युईत,இக்காலுயிட்,იკალუიტი,ᐃᖃᓗᐃᑦ,イカルイト,伊魁特,이칼루이트,63.75059,-68.51449,P,PPLA,CA,,14,,,,6124,,78,America/Iqaluit,2010-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5987650,Joliette,Joliette,XJL,46.01677,-73.44915,P,PPL,CA,,10,14,,,34772,,56,America/Montreal,2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989045,Kamloops,Kamloops,Kamloops,Kamlups,YKA,kamlwbs, kwlwmbya albrytanyt,kamlwps,kamurupusu,kan lu pu si,Камлупс,كاملوبس، كولومبيا البريطانية,کاملوپس,کملوپس، برٹش کولمبیا,カムループス,坎卢普斯,50.66648,-120.3192,P,PPL,CA,,2,,,,68714,,414,America/Vancouver,2010-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5989403,Kapuskasing,Kapuskasing,Kapuskejsing,YYU,kabwskaysynj, awntaryw,Капускейсінг,Капускејсинг,Капъскейсинг,كابوسكايسينج، أونتاريو,49.41694,-82.43308,P,PPL,CA,,8,,,,9240,,219,America/Toronto,2013-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5990579,Kelowna,Kelowna,Kelouna,Kelowna,YLW,ji long na,kellona,kerouna,kylwna,kylwwna,Келоуна,كيلونا,کیلونا، برٹش کولمبیا,کیلوونا,ケロウナ,基隆拿,켈로나,49.88307,-119.48568,P,PPL,CA,,2,,,,125109,,350,America/Vancouver,2011-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991148,Kentville,Kentville,,45.08345,-64.49876,P,PPL,CA,,7,,,,12636,,26,America/Halifax,2006-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5991370,Keswick,Keswick,,44.25011,-79.46632,P,PPLX,CA,,8,,,,21000,,230,America/Toronto,2010-08-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992059,Kimberley,Kimberley,Kimberley,YQE,49.67071,-115.9776,P,PPL,CA,,2,5901,,,6513,,1071,America/Edmonton,2013-10-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992500,Kingston,Kingston,Cataraqui,Gorad Kingstan,Kingston,Kingstonas,Kingstun,YGK,jin si dun,jing shi dun,kingseuteon,kingusuton,kynghstn,Горад Кінгстан,Кингстон,Кингстън,Кінгстон,كينغستن,کنگسٹن,キングストン,京士頓,金斯顿,킹스턴,44.22976,-76.48098,P,PPL,CA,,8,,,,114195,70,83,America/Toronto,2012-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992830,Kirkland,Kirkland,,45.45008,-73.86586,P,PPL,CA,,10,,,,20491,,36,America/Montreal,2010-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5992836,Kirkland Lake,Kirkland Lake,Kirkland Lejk,YKX,keokeullaendeuleikeu,kyrkland lyk, awntaryw,Киркланд Лејк,كيركلاند ليك، أونتاريو,커클랜드레이크,48.14461,-80.03767,P,PPL,CA,,8,,,,7775,,321,America/Toronto,2012-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
